ID,Source Server,Batch GUID,ROOTGUID,OrderId,Batch Name,Product Name,Batch Act Start,Batch Act End,Batch Transfer Time,Quantity,Material Name,Material Code,SetPoint Float,Actual Value Float,FormulaCategoryName,sp_prot
1,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,6000,Availa Cr1000 Zinpro USA,100607,0.9,0.8600001,FeedMill_Hammer,203
2,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,6000,BARLEY,100334,225,219.7,FeedMill_Hammer,202
3,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,12000,Bran Pellets,200321,700,702.9,FeedMill_Hammer,202
4,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,6000,corn screening,100583,210,216.5,FeedMill_Hammer,202
5,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,6000,DDGS,100427,195,193.3,FeedMill_Hammer,202
6,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,6000,Limestone,100048,63.9,65.39999,FeedMill_Hammer,202
7,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,12000,Molasses,100085,120,120.2914,FeedMill_Hammer,NULL
8,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,6000,PMX 100331 Ruminant,100331,9,8.98,FeedMill_Hammer,204
9,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,6000,RAPSEED,100081,209.4,211.1,FeedMill_Hammer,202
10,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,6000,RICE HUSK,100317,600,594.8,FeedMill_Hammer,201
11,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,12000,SALT.,100051,28.8,28.61,FeedMill_Hammer,204
12,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,6000,Sodium Bicarbonate,100052,6,5.989999,FeedMill_Hammer,203
13,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,12000,Water,1001,45,39.43297,FeedMill_Hammer,100
14,Server1,583EF9EE-8583-4310-870A-008B1C6E5BCC,B2F676B8-EA69-4F9D-ADD4-086CB73D5056,918,FM LOT-867FM Ruminant 13% 08,FM Ruminant 13%,2025-03-28 07:23:34.330,2025-03-28 09:46:07.967,2025-03-28 09:47:11.823,6000,Wheat Bran,200223,632.9,619.9,FeedMill_Hammer,201
15,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,AMA-Poultry,100517,8.35,8.370003,Premix,305
16,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Bacillus Blend,100559,1.5,1.600002,Premix,307
17,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Beta Mannanese,100511,9.25,9.260002,Premix,304
18,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Betafin S6,100107,5,5.119999,Premix,304
19,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Carrophyl Red 10%,100078,2.85,2.839,Premix,302
20,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Carrophyl Yellow,100079,0.25,0.2600021,Premix,307
21,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Choline Chloride,100108,47.5,47.5,Premix,307
22,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Copper Oxychloride,100075,0.5,0.5199966,Premix,307
23,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,D Biotin 2%,100102,0.33,0.309,Premix,302
24,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,D Pantothenic Acid [B5],100105,0.36,0.3600006,Premix,307
25,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,EDDI,100361,0.04,0.04000092,Premix,307
26,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Ethoxyquine 66.6%,100012,3.35,3.41,Premix,307
27,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Feed Enzyme,100021,2,2.08,Premix,304
28,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,ferrous carbonate,100056,3.5,3.43,Premix,304
29,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Folic Acid B9 80%,100103,0.04,0.09000015,Premix,307
30,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,2000,Limestone,100048,120,120.1,Premix,301
31,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Manganese Oxide 60%,100055,4.31,4.700001,Premix,304
32,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Manganese Proteinate 15%[CMC],100067,5,5.059999,Premix,304
33,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Nicotinic Acid Vitamin [B3],100104,1.35,1.43,Premix,307
34,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,2000,Phytase,100353,2,2,Premix,304
35,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Potassium Carbonate Buffer,100518,12.5,12.53,Premix,307
36,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Prophorce 130 fatty acid,10046500,16.5,16.52,Premix,304
37,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,3000,SALT.,100051,85,85.04999,Premix,305
38,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,2000,Selenium Yeast 4000,100623,1.125,1.74,Premix,304
39,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Sodium Bicarbonate,100052,65,65,Premix,301
40,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Sodium Selinite 1% SELEN,100061,0.67,0.6939999,Premix,302
41,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,2000,Vitamin A1000,100094,0.4,0.399,Premix,302
42,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Vitamin B1 Thiamine,100098,0.09,0.09999847,Premix,307
43,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Vitamin B12 1%,100101,0.1,0.1399994,Premix,307
44,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Vitamin B2 (Riboflaven),100099,0.27,0.277,Premix,302
45,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Vitamin B6 (Pyridoxine HCI),100100,0.17,0.17,Premix,302
46,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Vitamin D3 500,100095,0.23,0.2399979,Premix,307
47,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Vitamin E50,100096,3.3,3.349998,Premix,305
48,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Vitamin K3 (Menadion),100097,0.23,0.226,Premix,302
49,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,2000,Wheat Bran,200223,41.773,41.5,Premix,301
50,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Xcelsio AAPF,GM0000,11.67,11.84,Premix,307
51,Server1,BCDEF3C7-D408-40C3-B689-02B00656FC8D,B064B490-901F-4B24-89FB-1FF5E6D64743,936,PMX lot0125PMX Layer Mash 24 2 4,PMX 100366 Layer Mash,2025-03-29 06:37:05.607,2025-03-29 10:02:25.797,2025-03-29 19:03:10.090,1000,Zinc Oxide 70%,100057,3.5,3.509995,Premix,305
52,Server1,8330D42A-2E9D-4BDC-A1F2-02D4CFA03C6B,F7285BBA-A31F-4110-8917-EFC6B3EA157E,17,Abu DhabiT_NEW_1,Not Selected,2025-03-29 15:21:12.530,2025-03-29 16:25:50.653,2025-03-29 19:08:26.413,96000,FM Layer Gro Mash LM,985-ML,4000,5640.234,OutLoading,100
53,Server1,8330D42A-2E9D-4BDC-A1F2-02D4CFA03C6B,F7285BBA-A31F-4110-8917-EFC6B3EA157E,17,Abu DhabiT_NEW_1,Not Selected,2025-03-29 15:21:12.530,2025-03-29 16:25:50.653,2025-03-29 19:08:26.413,288000,FM Layer Peak Mash,100365-ML,6000,6130.256,OutLoading,100
54,Server1,8330D42A-2E9D-4BDC-A1F2-02D4CFA03C6B,F7285BBA-A31F-4110-8917-EFC6B3EA157E,17,Abu DhabiT_NEW_1,Not Selected,2025-03-29 15:21:12.530,2025-03-29 16:25:50.653,2025-03-29 19:08:26.413,96000,FM Layer Post Peak PL,100487-CR,4000,3960.168,OutLoading,100
55,Server1,8330D42A-2E9D-4BDC-A1F2-02D4CFA03C6B,F7285BBA-A31F-4110-8917-EFC6B3EA157E,17,Abu DhabiT_NEW_1,Not Selected,2025-03-29 15:21:12.530,2025-03-29 16:25:50.653,2025-03-29 19:08:26.413,96000,FM Layer Starter L M CR,100362-CR,4000,4130.172,OutLoading,100
56,Server1,56404467-214C-4F30-9948-03D15AF866C1,848420B7-8A52-4A72-AE70-DED7963EB34D,943,FM LOT-890FM Maker - 3  11-Jan 1,FM Meat Maker3 CR  New,2025-03-29 13:04:09.977,2025-03-29 13:59:22.393,2025-03-29 19:06:52.127,6000,CORN,100038,1860,1864,FeedMill_Hammer,201
57,Server1,56404467-214C-4F30-9948-03D15AF866C1,848420B7-8A52-4A72-AE70-DED7963EB34D,943,FM LOT-890FM Maker - 3  11-Jan 1,FM Meat Maker3 CR  New,2025-03-29 13:04:09.977,2025-03-29 13:59:22.393,2025-03-29 19:06:52.127,6000,MCP,2001445,12.405,12.44,FeedMill_Hammer,204
58,Server1,56404467-214C-4F30-9948-03D15AF866C1,848420B7-8A52-4A72-AE70-DED7963EB34D,943,FM LOT-890FM Maker - 3  11-Jan 1,FM Meat Maker3 CR  New,2025-03-29 13:04:09.977,2025-03-29 13:59:22.393,2025-03-29 19:06:52.127,12000,METH,1004,12,12.00378,FeedMill_Hammer,100
59,Server1,56404467-214C-4F30-9948-03D15AF866C1,848420B7-8A52-4A72-AE70-DED7963EB34D,943,FM LOT-890FM Maker - 3  11-Jan 1,FM Meat Maker3 CR  New,2025-03-29 13:04:09.977,2025-03-29 13:59:22.393,2025-03-29 19:06:52.127,6000,PMX 100392  Broiler Fin HP,100392,60,60.08999,FeedMill_Hammer,204
60,Server1,56404467-214C-4F30-9948-03D15AF866C1,848420B7-8A52-4A72-AE70-DED7963EB34D,943,FM LOT-890FM Maker - 3  11-Jan 1,FM Meat Maker3 CR  New,2025-03-29 13:04:09.977,2025-03-29 13:59:22.393,2025-03-29 19:06:52.127,6000,SALT.,100051,6,5.969999,FeedMill_Hammer,204
61,Server1,56404467-214C-4F30-9948-03D15AF866C1,848420B7-8A52-4A72-AE70-DED7963EB34D,943,FM LOT-890FM Maker - 3  11-Jan 1,FM Meat Maker3 CR  New,2025-03-29 13:04:09.977,2025-03-29 13:59:22.393,2025-03-29 19:06:52.127,6000,Sodium Bicarbonate,100052,6.303,6.339999,FeedMill_Hammer,203
62,Server1,56404467-214C-4F30-9948-03D15AF866C1,848420B7-8A52-4A72-AE70-DED7963EB34D,943,FM LOT-890FM Maker - 3  11-Jan 1,FM Meat Maker3 CR  New,2025-03-29 13:04:09.977,2025-03-29 13:59:22.393,2025-03-29 19:06:52.127,6000,SOYA BEAN 100359,100359,900,899.5001,FeedMill_Hammer,202
63,Server1,56404467-214C-4F30-9948-03D15AF866C1,848420B7-8A52-4A72-AE70-DED7963EB34D,943,FM LOT-890FM Maker - 3  11-Jan 1,FM Meat Maker3 CR  New,2025-03-29 13:04:09.977,2025-03-29 13:59:22.393,2025-03-29 19:06:52.127,12000,Soya Oil,100024,50,55.75844,FeedMill_Hammer,100
64,Server1,56404467-214C-4F30-9948-03D15AF866C1,848420B7-8A52-4A72-AE70-DED7963EB34D,943,FM LOT-890FM Maker - 3  11-Jan 1,FM Meat Maker3 CR  New,2025-03-29 13:04:09.977,2025-03-29 13:59:22.393,2025-03-29 19:06:52.127,12000,Water,1001,30,39.58363,FeedMill_Hammer,100
65,Server1,F2361064-269E-46C4-A3F9-0597CFEA63B7,4F49E7D9-1F69-4B40-AEFE-27B533AEFD56,938,FM LOT-885FM Maker- 3  11-Jan 3,FM Meat Maker3 CR  New,2025-03-29 07:10:48.207,2025-03-29 08:17:42.757,2025-03-29 08:21:49.010,6000,CORN,100038,1860,1855.4,FeedMill_Hammer,201
66,Server1,F2361064-269E-46C4-A3F9-0597CFEA63B7,4F49E7D9-1F69-4B40-AEFE-27B533AEFD56,938,FM LOT-885FM Maker- 3  11-Jan 3,FM Meat Maker3 CR  New,2025-03-29 07:10:48.207,2025-03-29 08:17:42.757,2025-03-29 08:21:49.010,6000,MCP,2001445,12.405,12.3,FeedMill_Hammer,204
67,Server1,F2361064-269E-46C4-A3F9-0597CFEA63B7,4F49E7D9-1F69-4B40-AEFE-27B533AEFD56,938,FM LOT-885FM Maker- 3  11-Jan 3,FM Meat Maker3 CR  New,2025-03-29 07:10:48.207,2025-03-29 08:17:42.757,2025-03-29 08:21:49.010,12000,METH,1004,12,12.02473,FeedMill_Hammer,100
68,Server1,F2361064-269E-46C4-A3F9-0597CFEA63B7,4F49E7D9-1F69-4B40-AEFE-27B533AEFD56,938,FM LOT-885FM Maker- 3  11-Jan 3,FM Meat Maker3 CR  New,2025-03-29 07:10:48.207,2025-03-29 08:17:42.757,2025-03-29 08:21:49.010,6000,PMX 100392  Broiler Fin HP,100392,60,60.06999,FeedMill_Hammer,204
69,Server1,F2361064-269E-46C4-A3F9-0597CFEA63B7,4F49E7D9-1F69-4B40-AEFE-27B533AEFD56,938,FM LOT-885FM Maker- 3  11-Jan 3,FM Meat Maker3 CR  New,2025-03-29 07:10:48.207,2025-03-29 08:17:42.757,2025-03-29 08:21:49.010,12000,Recycle Broiler feed,200000,60,60,FeedMill_Hammer,202
70,Server1,F2361064-269E-46C4-A3F9-0597CFEA63B7,4F49E7D9-1F69-4B40-AEFE-27B533AEFD56,938,FM LOT-885FM Maker- 3  11-Jan 3,FM Meat Maker3 CR  New,2025-03-29 07:10:48.207,2025-03-29 08:17:42.757,2025-03-29 08:21:49.010,6000,SALT.,100051,6,6.149999,FeedMill_Hammer,204
71,Server1,F2361064-269E-46C4-A3F9-0597CFEA63B7,4F49E7D9-1F69-4B40-AEFE-27B533AEFD56,938,FM LOT-885FM Maker- 3  11-Jan 3,FM Meat Maker3 CR  New,2025-03-29 07:10:48.207,2025-03-29 08:17:42.757,2025-03-29 08:21:49.010,6000,Sodium Bicarbonate,100052,6.303,6.499999,FeedMill_Hammer,203
72,Server1,F2361064-269E-46C4-A3F9-0597CFEA63B7,4F49E7D9-1F69-4B40-AEFE-27B533AEFD56,938,FM LOT-885FM Maker- 3  11-Jan 3,FM Meat Maker3 CR  New,2025-03-29 07:10:48.207,2025-03-29 08:17:42.757,2025-03-29 08:21:49.010,6000,SOYA BEAN 100359,100359,900,902.3,FeedMill_Hammer,202
73,Server1,F2361064-269E-46C4-A3F9-0597CFEA63B7,4F49E7D9-1F69-4B40-AEFE-27B533AEFD56,938,FM LOT-885FM Maker- 3  11-Jan 3,FM Meat Maker3 CR  New,2025-03-29 07:10:48.207,2025-03-29 08:17:42.757,2025-03-29 08:21:49.010,12000,Soya Oil,100024,50,50.05137,FeedMill_Hammer,100
74,Server1,F2361064-269E-46C4-A3F9-0597CFEA63B7,4F49E7D9-1F69-4B40-AEFE-27B533AEFD56,938,FM LOT-885FM Maker- 3  11-Jan 3,FM Meat Maker3 CR  New,2025-03-29 07:10:48.207,2025-03-29 08:17:42.757,2025-03-29 08:21:49.010,12000,Water,1001,45,39.29235,FeedMill_Hammer,100
75,Server1,8492F577-6F18-4B49-88EE-06128ABE2FD8,147B40B6-FEC9-4BDE-8ECE-0E01FD2D6B77,923,FM LOT-872FM Layer Grower Mash 1,FM Layer Gro Mash LM,2025-03-28 15:21:55.807,2025-03-28 16:27:20.703,2025-03-28 16:28:28.327,6000,AMA-Poultry,100517,0.9,0.8999999,FeedMill_Roller,203
76,Server1,8492F577-6F18-4B49-88EE-06128ABE2FD8,147B40B6-FEC9-4BDE-8ECE-0E01FD2D6B77,923,FM LOT-872FM Layer Grower Mash 1,FM Layer Gro Mash LM,2025-03-28 15:21:55.807,2025-03-28 16:27:20.703,2025-03-28 16:28:28.327,6000,CORN,100038,1731,1738.8,FeedMill_Roller,201
77,Server1,8492F577-6F18-4B49-88EE-06128ABE2FD8,147B40B6-FEC9-4BDE-8ECE-0E01FD2D6B77,923,FM LOT-872FM Layer Grower Mash 1,FM Layer Gro Mash LM,2025-03-28 15:21:55.807,2025-03-28 16:27:20.703,2025-03-28 16:28:28.327,6000,DL-Methionine Premix,100001,2.85,2.85,FeedMill_Roller,204
78,Server1,8492F577-6F18-4B49-88EE-06128ABE2FD8,147B40B6-FEC9-4BDE-8ECE-0E01FD2D6B77,923,FM LOT-872FM Layer Grower Mash 1,FM Layer Gro Mash LM,2025-03-28 15:21:55.807,2025-03-28 16:27:20.703,2025-03-28 16:28:28.327,6000,Limestone,100048,4.692,14.10001,FeedMill_Roller,202
