Source Server,Batch GUID,ROOTGUID,OrderId,Batch Name,Product Name,Batch Act Start,Batch Act End,Batch Transfer Time,Quantity,Material Name,Material Code,sp_prot,SetPoint Float,Actual Value Float,FormulaCategoryName,POBJID,EventID
Server2,2E066F9A-4534-4527-96A5-6A8E25DD7E15,9EB5AAF9-4EC2-4BC1-B78F-A2C697BCE705,4,BROILER GROWER605 3,BROILER GROWER,2026-07-22 06:04:32.637,2026-07-22 07:49:34.937,2026-07-22 07:50:39.193,4500.0,SOYA-,105,100.0,1619.145,1618.518,Production Recipes,1,
Server2,2E066F9A-4534-4527-96A5-6A8E25DD7E15,9EB5AAF9-4EC2-4BC1-B78F-A2C697BCE705,4,BROILER GROWER605 3,BROILER GROWER,2026-07-22 06:04:32.637,2026-07-22 07:49:34.937,2026-07-22 07:50:39.193,4500.0,Soya Oil,210,100.0,37.35,37.75,Production Recipes,10,
Server2,2E066F9A-4534-4527-96A5-6A8E25DD7E15,9EB5AAF9-4EC2-4BC1-B78F-A2C697BCE705,4,BROILER GROWER605 3,BROILER GROWER,2026-07-22 06:04:32.637,2026-07-22 07:49:34.937,2026-07-22 07:50:39.193,4500.0,TermiN-8,33,100.0,6.75,0.0,Production Recipes,6,
Server2,4C9A587C-9C7E-4814-BB9F-52FD72319613,9EB5AAF9-4EC2-4BC1-B78F-A2C697BCE705,4,BROILER GROWER605 4,BROILER GROWER,2026-07-22 06:04:34.633,2026-07-22 07:59:19.033,2026-07-22 08:00:23.130,4500.0,BETAIN HCL,142,100.0,2.25,2.280092,Production Recipes,1,
Server2,4C9A587C-9C7E-4814-BB9F-52FD72319613,9EB5AAF9-4EC2-4BC1-B78F-A2C697BCE705,4,BROILER GROWER605 4,BROILER GROWER,2026-07-22 06:04:34.633,2026-07-22 07:59:19.033,2026-07-22 08:00:23.130,4500.0,BIOSTRONG 510,140,100.0,0.675,0.8203127,Production Recipes,1,
Server2,4C9A587C-9C7E-4814-BB9F-52FD72319613,9EB5AAF9-4EC2-4BC1-B78F-A2C697BCE705,4,BROILER GROWER605 4,BROILER GROWER,2026-07-22 06:04:34.633,2026-07-22 07:59:19.033,2026-07-22 08:00:23.130,4500.0,Broiler Mineral Mix,31,100.0,4.05,5.092592,Production Recipes,1,
Server2,4C9A587C-9C7E-4814-BB9F-52FD72319613,9EB5AAF9-4EC2-4BC1-B78F-A2C697BCE705,4,BROILER GROWER605 4,BROILER GROWER,2026-07-22 06:04:34.633,2026-07-22 07:59:19.033,2026-07-22 08:00:23.130,4500.0,Broiler Starter PX,69,100.0,4.05,5.19676,Production Recipes,1,
Server2,4C9A587C-9C7E-4814-BB9F-52FD72319613,9EB5AAF9-4EC2-4BC1-B78F-A2C697BCE705,4,BROILER GROWER605 4,BROILER GROWER,2026-07-22 06:04:34.633,2026-07-22 07:59:19.033,2026-07-22 08:00:23.130,4500.0,Choline Chloride 60%,26,100.0,2.7,2.85301,Production Recipes,1,
Server2,4C9A587C-9C7E-4814-BB9F-52FD72319613,9EB5AAF9-4EC2-4BC1-B78F-A2C697BCE705,4,BROILER GROWER605 4,BROILER GROWER,2026-07-22 06:04:34.633,2026-07-22 07:59:19.033,2026-07-22 08:00:23.130,4500.0,KENZYME PRO,77,100.0,2.7,3.06713,Production Recipes,1,
Server2,4C9A587C-9C7E-4814-BB9F-52FD72319613,9EB5AAF9-4EC2-4BC1-B78F-A2C697BCE705,4,BROILER GROWER605 4,BROILER GROWER,2026-07-22 06:04:34.633,2026-07-22 07:59:19.033,2026-07-22 08:00:23.130,4500.0,Limestone,113,100.0,55.485,30.78699,Production Recipes,1,
