linked_server,db,table,column_id,column,type,max_length,is_nullable
FAKIEH_SERVER1,ASMBatchReports,ParValueOnline_copy,37,asp_matname,nvarchar,512,True
FAKIEH_SERVER1,ASMBatchReports,ParValueOnline_copy,38,asp_matcode,nvarchar,512,True
FAKIEH_SERVER1,ASMBatchReports,ParValueOnline_copy,39,av_matname,nvarchar,512,True
FAKIEH_SERVER1,ASMBatchReports,ParValueOnline_copy,40,av_matcode,nvarchar,512,True
FAKIEH_SERVER1,ASMBatchReports,ParValueOnline_copy,41,sp_EnumValue,nvarchar,512,True
FAKIEH_SERVER1,ASMBatchReports,ParValueOnline_copy,42,asp_EnumValue,nvarchar,512,True
FAKIEH_SERVER1,ASMBatchReports,ParValueOnline_copy,43,av_EnumValue,nvarchar,512,True
FAKIEH_SERVER1,ASMBatchReports,ParValueOnline_copy,44,sp_Unit,nvarchar,512,True
FAKIEH_SERVER1,ASMBatchReports,ParValueOnline_copy,45,asp_Unit,nvarchar,512,True
FAKIEH_SERVER1,ASMBatchReports,ParValueOnline_copy,46,av_Unit,nvarchar,512,True
FAKIEH_SERVER1,ASMBatchReports,ParValueOnline_copy,47,sp_prot,int,4,True
FAKIEH_SERVER1,ASMBatchReports,ParValueOnline_copy,48,asp_prot,int,4,True
FAKIEH_SERVER1,ASMBatchReports,ParValueOnline_copy,49,av_prot,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,1,ROOTGUID,uniqueidentifier,16,False
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,2,ROOTOBJID,int,4,False
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,3,ROOTOTID,int,4,False
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,4,OGUID,uniqueidentifier,16,False
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,5,OBJID,int,4,False
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,6,OTID,int,4,False
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,7,Created,datetimeoffset,9,False
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,8,CreatedTSHostId,smallint,2,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,9,Deleted,datetimeoffset,9,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,10,DeletedTSHostId,smallint,2,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,11,Name,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,12,Description,nvarchar,-1,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,13,Withdrawn,bit,1,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,14,ExAttribute,nvarchar,-1,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,15,PredecessorBatchId,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,16,ChainMode,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,17,ChainIgnorePredecessorState,bit,1,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,18,Quantity,float,8,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,19,ActQuantity,float,8,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,20,ProductName,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,21,ProductCode,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,22,ProductGUID,uniqueidentifier,16,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,23,ProductUoMId,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,24,FormulaCategoryName,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,25,FormulaName,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,26,FormulaVersion,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,27,FormulaGUID,uniqueidentifier,16,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,28,FormulaId,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,29,MRecipeName,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,30,MRecipeVersion,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,31,MRecipeGUID,uniqueidentifier,16,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,32,MRecipeId,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,33,OrderId,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,34,ReleaseTime,datetimeoffset,9,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,35,PlanStart,datetimeoffset,9,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,36,PlanEnd,datetimeoffset,9,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,37,ActStart,datetimeoffset,9,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,38,ActEnd,datetimeoffset,9,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,39,Mode,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,40,Export,smallint,2,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,41,State,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,42,ExState,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,43,ModifiedBits,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,44,PCellGUID,uniqueidentifier,16,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,45,PCellId,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,46,PartId,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,47,BatchReleaseGroupId,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,48,CreationDateTime,datetimeoffset,9,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,49,ModificationDateTime,datetimeoffset,9,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,50,BatchHasNoTags,bit,1,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,51,CurrentBatchDataId,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,52,GapTime,int,4,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,53,BatchVersion,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,54,LastOSCDateTime,datetimeoffset,9,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,55,MarkByOSC,bit,1,True
FAKIEH_SERVER2,ASMBatchReports,BatchCopy,56,BatchTransferTime,datetimeoffset,9,True
FAKIEH_SERVER2,ASMBatchReports,OrderDetails,1,ROOTGUID,uniqueidentifier,16,False
FAKIEH_SERVER2,ASMBatchReports,OrderDetails,2,OrderId,int,4,False
FAKIEH_SERVER2,ASMBatchReports,OrderDetails,3,OrderName,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,OrderDetails,4,OrderCategory,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,OrderDetails,5,CreationDateTime,datetimeoffset,10,True
FAKIEH_SERVER2,ASMBatchReports,OrderDetails,6,Quantity,float,8,True
FAKIEH_SERVER2,ASMBatchReports,OrderDetails,7,Description,nvarchar,-1,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,1,ROOTGUID,uniqueidentifier,16,False
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,2,POBJID,int,4,False
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,3,POTID,int,4,False
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,4,P2OBJID,int,4,False
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,5,P2OTID,int,4,False
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,6,OBJID,int,4,False
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,7,ActivationCounter,int,4,False
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,8,EventID,bigint,8,False
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,9,TimeStamp,datetimeoffset,9,False
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,10,Name,nvarchar,512,False
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,11,EventNotifyType,int,4,False
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,12,UsageId,int,4,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,13,DataTypeId,int,4,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,14,DataTypeName,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,15,UoMId,int,4,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,16,UoMName,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,17,HighValue,float,8,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,18,LowValue,float,8,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,19,RecHighValue,float,8,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,20,RecLowValue,float,8,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,21,sp_float,float,8,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,22,asp_float,float,8,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,23,av_float,float,8,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,24,sp_int,int,4,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,25,asp_int,int,4,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,26,av_int,int,4,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,27,sp_string,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,28,asp_string,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,29,av_string,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,30,loc_unitallocname,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,31,loc_unitname,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,32,sp_locname,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,33,asp_locname,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,34,av_locname,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,35,sp_matname,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,36,sp_matcode,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,37,asp_matname,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,38,asp_matcode,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,39,av_matname,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,40,av_matcode,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,41,sp_EnumValue,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,42,asp_EnumValue,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,43,av_EnumValue,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,44,sp_Unit,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,45,asp_Unit,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,46,av_Unit,nvarchar,512,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,47,sp_prot,int,4,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,48,asp_prot,int,4,True
FAKIEH_SERVER2,ASMBatchReports,ParValueOnline_copy,49,av_prot,int,4,True
